IdIngredient,IngredientNameEN,IngredientNameFR,IngredientSynonymEN,IngredientSynonymFR,CategoryEN,CategoryFR,ContituentIngredientsEN,ContituentIngredientsFR
674,Jicama,Jicama,jicama,jicama,Vegetable,Légume,Jicama,Jicama
477,Jostaberry,Jostaberry,jostaberry,jostaberry,Fruit,Fruit,Jostaberry,Jostaberry
574,Jujube,Jujube,jujube,jujube,Fruit,Fruit,Jujube,Jujube
851,Junket,Junket,junket,junket,Dairy,Produits laitiers,Junket,Junket
575,Jute,Jute,jute,jute,Plant,Plante,Jute,Jute
478,Kai lan,Kai lan,kai-lan,kai-lan,Vegetable,Légume,Kai lan,Kai lan
576,Kale,Chou frisé,kale,chou frisé,Vegetable,Légumes,Kale,Chou frisé
820,Kefir,Kéfir,kefir,kéfir,Dairy,Produits laitiers,Kefir,Kéfir
137,Kelp,Varech,kelp,varech,Seafood,Fruits de mer,Kelp,Varech
390,Kenaf,Kenaf,kenaf,kenaf,Essential Oil,Huile essentielle,Kenaf,Kenaf
880,Ketchup,Ketchup,#ketchup#,#ketchup#,Additive,Additif,Ketchup,Ketchup
2037,Ketchup,Ketchup,ketchup,ketchup,Dish,Plat,"ketchup, tomato, sugar, vinegar, salt, onion, allspice, coriander, clove, cumin, garlic, mustard","ketchup, tomate, sucre, vinaigre, sel, oignon, quatre-épices, coriandre, clou de girofle, cumin, ail, moutarde"
393,Kewda,Kewda,kewda; kewra,kewda ; kewra,Essential Oil,Huile essentielle,Kewda,Kewda
286,Kidney Beans,Haricots rouges,bean-kidney; bean-red; bean-red-kidney; rajma,haricot-rognon ; haricot-rouge ; haricot-rouge-rognon ; rajma,Legume,Légumineuse,Kidney Beans,Haricots rouges
577,King mackerel,Maquereau royal,#mackerel-king#,#maquereau-roi#,Fish,Poisson,King mackerel,Maquereau royal
186,Kiwifruit,Kiwi,kiwi; kiwifruit,kiwi ; kiwi-fruit,Fruit,Fruits,Kiwifruit,Kiwi
359,Kohlrabi,Chou-rave,kohlrabi,chou-rave,Vegetable,Légumes,Kohlrabi,Chou-rave
475,Komatsuna,Komatsuna,komatsuna,komatsuna,Vegetable,Légumes,Komatsuna,Komatsuna
750,Kombu,Kombu,kombu,kombu,Seafood,Fruits de mer,Kombu,Kombu
138,Krill,Krill,krill,krill,Seafood,Fruits de mer,Krill,Krill
239,Kumquat,Kumquat,kumquat,kumquat,Fruit,Fruits,Kumquat,Kumquat
734,Lake trout,Truite grise,#trout-lake#,#trout-lake#,Fish,Poisson,Lake trout,Truite grise
275,Lamb,Agneau,lamb; keema,agneau ; keema,Meat,Viande,Lamb,Agneau
578,Lambsquarters,Chénopode blanc,lambsquarters,chénopode blanc,Plant,Plante,Lambsquarters,Chénopode blanc
990,Lard,Lard,pork-fat; lard,graisse de porc ; saindoux,Meat,Viande,Lard,Lard
855,Lasagna,Lasagnes,lasagna,lasagnes,Dish,Vaisselle,Lasagna,Lasagnes
305,Laurel,Laurier,bay-laurel; bay-leaf,baie-laurel ; baie-feuille,Plant,Plante,Laurel,Laurier
160,Lavendar,Lavande,lavendar,lavande,Flower,Fleur,Lavendar,Lavande
153,Lean Fish,Poisson maigre,fish-lean,poisson maigre,Fish,Poisson,Lean Fish,Poisson maigre
579,Leather chiton,Chiton cuir,chiton,chiton,Seafood,Fruits de mer,Leather chiton,Chiton cuir
791,Leavening agent,Agent levant,leavening agent,agent levant,Additive,Additif,Leavening agent,Agent levant
345,Leek,Poireau,leek,poireau,Vegetable,Végétale,Leek,Poireau
240,Lemon,Citron,lemon,citron,Fruit,Fruits,Lemon,Citron
260,Lemon Balm,Mélisse,lemon-balm,citron-balme,Herb,Herbe,Lemon Balm,Mélisse
113,Lemon Grass,Lemon Grass,lemon-grass,citron-herbe,Essential Oil,Huile essentielle,Lemon Grass,Lemon Grass
984,Lemon Juice,Jus de citron,lemon juice,jus de citron,Beverage,Boisson,Lemon Juice,Jus de citron
114,Lemon Peel Oil,Huile d'écorce de citron,lemon-peel-oil,citron-peel-huile,Essential Oil,Huile essentielle,Lemon Peel Oil,Huile d'écorce de citron
735,Lemon sole,Limande sole,lemon-sole,semelle de citron,Fish,Poisson,Lemon sole,Limande sole
410,Lemon verbena,Verveine citronnée,verbena-lemon,verveine-citron,Herb,Herbe,Lemon verbena,Verveine citronnée
429,Lentils,Lentilles,lentil,lentille,Legume,Légumineuse,Lentils,Lentilles
346,Lettuce,Laitue,lettuce,laitue,Vegetable,Légumes,Lettuce,Laitue
285,Lima Beans,Haricot de Lima,bean-lima; bean-sieve; butter-bean,haricot-lima ; haricot-maïs ; haricot-beurre,Legume,Légumineuses,Lima Beans,Haricot de Lima
74,Limburger Cheese,Fromage Limburger,cheese-limburger,fromage-limburger,Dairy,Produits laitiers,Limburger Cheese,Fromage Limburger
241,Lime,Citron vert,lime,citron vert,Fruit,Fruits,Lime,Citron vert
115,Lime Peel Oil,Huile d'écorce de citron vert,lime-peel-oil,citron-peel-huile,Essential Oil,Huile essentielle,Lime Peel Oil,Huile d'écorce de citron vert
450,Linden,Tilleul,linden,tilleul,Herb,Herbe,Linden,Tilleul
581,Lingcod,Morue-lingue,lingcod,morue-lingue,Fish,Poisson,Lingcod,Morue-lingue
231,Lingonberry,Lingonberry,lingonberry,airelle rouge,Fruit,Fruits,Lingonberry,Lingonberry
261,Liqourice,Liqourice,liquorice,réglisse,Herb,Herbe,Liqourice,Liqourice
1002,Liquid Smoke,Fumée liquide,liquid smoke,fumée liquide,Additive,Additif,Liquid Smoke,Fumée liquide
187,Litchi,Litchi,litchi; lychee; lichee,litchi ; litchi ; litchi,Fruit,Fruits,Litchi,Litchi
139,Lobster,Homard,#lobster#,#homard#,Seafood,Fruits de mer,Lobster,Homard
2092,Lobster,Homard,lobster,homard,Seafood,Fruits de mer,"lobster, lobster-spiny","homard, homard épineux"
232,Loganberry,Mûre de ronce,loganberry,mûre de Logan,Fruit,Fruits,Loganberry,Mûre de ronce
466,Longan,Longan,longan,longan,Plant,Plante,Longan,Longan
188,Loquat,Loquat,loquat,loquat,Fruit,Fruits,Loquat,Loquat
391,Lotus,Lotus,lotus,lotus,Essential Oil,Huile essentielle,Lotus,Lotus
116,Lovage,Livèche,lovage,livèche,Essential Oil,Huile essentielle,Lovage,Livèche
736,Lumpsucker,Lumpsucker,lumpsucker,lombricomane,Fish,Poisson,Lumpsucker,Lumpsucker
432,Lupine,Lupin,lupine,lupin,Plant,Plante,Lupine,Lupin
294,Macadamia Nut,Noix de Macadamia,macadamia-nut; bush-nut; hawaii-nut,macadamia-noisette ; brousse-noisette ; hawaii-noisette,Nuts & Seed,Noix et graines,Macadamia Nut,Noix de Macadamia
316,Macaroni,Macaroni,macaroni,macaroni,Plant,Plante,Macaroni,Macaroni
334,Mace,Macis,mace,macis,Spice,Épice,Mace,Macis
2071,Mackerel,Maquereau,mackerel,maquereau,Fish,Poisson,"mackerel-atlantic, mackerel-pacific, mackerel-king, mackerel-spanish","maquereau-atlantique, maquereau-pacifique, maquereau-roi, maquereau-espagnol"
765,Madeira wine,Vin de Madère,madeira,madère,Beverage Alcoholic,Boisson alcoolisée,Madeira wine,Vin de Madère
711,Maitake,Maitake,maitake,maitake,Fungus,Champignon,Maitake,Maitake
621,Malabar plum,Prune de Malabar,plum-malabar,prune-malabar,Fruit,Fruit,Malabar plum,Prune de Malabar
583,Malabar spinach,Epinard de Malabar,spinach-malabar,épinard-malabar,Vegetable,Légumes,Malabar spinach,Epinard de Malabar
189,Malay Apple,Pomme malaise,malay-apple,malay-pomme,Fruit,Fruits,Malay Apple,Pomme malaise
53,Malt,Malt,malt,malt,Cereal,Céréales,Malt,Malt
30,Malt Whisky,Whisky de malt,whisky-malt; whiskey-malt,whisky-malt ; whisky-malt,Beverage Alcoholic,Boissons alcoolisées,Malt Whisky,Whisky de malt
584,Mammee apple,Pomme Mammee,apple-mammee,pomme-mammee,Fruit,Fruit,Mammee apple,Pomme Mammee
242,Mandarin Orange,Mandarine Orange,mandarin,mandarine,Fruit,Fruits,Mandarin Orange,Mandarine Orange
117,Mandarin Orange Peel Oil,Huile d'écorce de mandarine,mandarin-peel-oil,mandarine-peel-huile,Essential Oil,Huile essentielle,Mandarin Orange Peel Oil,Huile d'écorce de mandarine
190,Mango,Mangue,mango; amchoor; amchur,mangue ; amchoor ; amchur,Fruit,Fruits,Mango,Mangue
961,Margarine,Margarine,margarine,margarine,Additive,Additif,Margarine,Margarine
335,Marjoram,Marjolaine,marjoram,marjolaine,Spice,Épice,Marjoram,Marjolaine
792,Marshmallow,Guimauve,marshmallow,guimauve,Bakery,Boulangerie,Marshmallow,Guimauve
775,Marzipan,Massepain,marzipan,pâte d'amande,Dish,Plat,Marzipan,Massepain
2034,Mascarpone,Mascarpone,mascarpone,mascarpone,Dish,Assiette,"cheese-cream, lemon-juice, vinegar","crème de fromage, jus de citron, vinaigre"
118,Mastic Gum,Mastic Gum,mastic,lentisque,Essential Oil,Huile essentielle,Mastic Gum,Mastic Gum
47,Mate,Mate,mate; yerba,maté ; yerba,Beverage,Boisson,Mate,Mate
2021,Mayonnaise,Mayonnaise,mayonnaise,mayonnaise,Dish,Vaisselle,"oil, egg, lemon-juice","huile, oeuf, jus de citron"
276,Meat,Viande,meat,viande,Meat,Viande,Meat,Viande
786,Meat bouillon,Bouillon de viande,bouillon,bouillon,Dish,Plat,Meat bouillon,Bouillon de viande
783,Meatball,Boulette de viande,meatball,boulette de viande,Dish,Dish,Meatball,Boulette de viande
862,Meatloaf,Pain de viande,meat-loaf,viande-pain,Dish,Vaisselle,Meatloaf,Pain de viande
433,Medlar,Mèfle,medlar,néflier,Fruit,Fruit,Medlar,Mèfle
191,Melon,Melon,melon,melon,Fruit,Fruits,Melon,Melon
119,Mentha Oil,Huile de menthe,mentha-oil,huile de menthe,Essential Oil,Huile essentielle,Mentha Oil,Huile de menthe
810,Meringue,Meringue,meringue,meringue,Bakery,Boulangerie,Meringue,Meringue
660,Mexican groundcherry,Cachemire mexicain,groundcherry-mexican,cerise de terre-mexicaine,Fruit,Fruit,Mexican groundcherry,Cachemire mexicain
431,Mexican oregano,Origan mexicain,oregano-mexican,oregano-mexicain,Herb,Herbe,Mexican oregano,Origan mexicain
88,Milk,Lait,milk,lait,Dairy,Produits laitiers,Milk,Lait
89,Milk Fat,Graisse de lait,milk-fat; cream,lait-gras ; crème,Dairy,Produits laitiers,Milk Fat,Graisse de lait
796,Milk Human,Lait Humain,human milk,lait humain,Dairy,Produits laitiers,Milk Human,Lait Humain
91,Milk Powder,Poudre de lait,milk-powder,lait-poudre,Dairy,Produits laitiers,Milk Powder,Poudre de lait
587,Milkfish,Milkfish,milk-fish,lait-poisson,Fish,Poisson,Milkfish,Milkfish
944,Milkshake,Milkshake,milkshake,milkshake,Beverage,Boisson,Milkshake,Milkshake
437,Millet,Millet,millet,millet,Legume,Légumineuse,Millet,Millet
262,Mint,Menthe,mint,menthe,Herb,Herbe,Mint,Menthe
822,Miso,Miso,miso,miso,Additive,Additif,Miso,Miso
894,Mixed nuts,Noix mélangées,mixed nut,noix mélangées,Nuts & Seed,Noix et graines,Mixed nuts,Noix mélangées
2029,Mixed Vegetables,Légumes mélangés,mixed vegetables,mélange de légumes,Vegetable,Légumes,"carrot, cauliflower, corn, pea, capsicum","carotte, chou-fleur, maïs, pois, poivron"
908,Molasses,Mélasse,molasses; treacle,mélasse ; mélasse,Additive,Additif,Molasses,Mélasse
140,Mollusc,Mollusque,mollusc; mussels,mollusque ; moules,Seafood,Fruits de mer,Mollusc,Mollusque
588,Monkfish,Baudroie,monk-fish,moine-poisson,Fish,Poisson,Monkfish,Baudroie
997,Monosodium Glutamate,Glutamate monosodique,monosodium glutamate,glutamate monosodique,Additive,Additif,Monosodium Glutamate,Glutamate monosodique
589,Moose,Orignal,moose,élan,Meat,Viande,Moose,Orignal
856,Morchella,Morchella,morchella,morchella,Fungus,Champignon,Morchella,Morchella
590,Moth bean,Haricot papillon,bean-moth,mite à haricots,Legume,Légumineuse,Moth bean,Haricot papillon
733,Mountain hare,Lièvre variable,hare,lièvre,Meat,Viande,Mountain hare,Lièvre variable
197,Mountain Papaya,Papaye de montagne,Papaya-mountain,Papaye-montagne,Fruit,Fruits,Mountain Papaya,Papaye de montagne
591,Mountain yam,Moutarde de montagne,yam-mountain,igname-montagne,Vegetable,Légume,Mountain yam,Moutarde de montagne
75,Mozzarella Cheese,Fromage Mozzarella,cheese-mozzarella,fromage-mozzarella,Dairy,Produits laitiers,Mozzarella Cheese,Fromage Mozzarella
434,Mulberry,Mûrier,mulberry,mûrier,Fruit,Fruit,Mulberry,Mûrier
546,Mule deer,Cerf mulet,#mule deer#,#cerf-mulet#,Meat,Viande,Mule deer,Cerf mulet
933,Multigrain bread,Pain multigrains,#bread-multigrain#,#pain-multigrain#,Bakery,Boulangerie,Multigrain bread,Pain multigrains
2083,Multigrain Bread,Pain multigrains,bread-multigrain,pain-multigrain,Bakery,Boulangerie,"bread-multigrain, flax-seed, bread, oat","pain-multigrains, graines de lin, pain, avoine"
457,Mung bean,Haricot mungo,bean-mung; bean-moong,haricot-mung ; haricot-moong,Legume,Légumineuse,Mung bean,Haricot mungo
76,Munster Cheese,Fromage Munster,cheese-munster,fromage-munster,Dairy,Produits laitiers,Munster Cheese,Fromage Munster
459,Muscadine grape,Raisin muscadine,grape-muscadine,raisin-muscadine,Fruit,Fruit,Muscadine grape,Raisin muscadine
246,Mushroom,Champignon,mushroom; porcini,champignon ; porcini,Fungus,Champignons,Mushroom,Champignon
192,Musk Melon,Melon musqué,musk-melon; honeydew,musc-melon ; miellat,Fruit,Fruits,Musk Melon,Melon musqué
298,Muskmallow,Mousseron,musk-mallow,musc-mallow,Nuts & Seed,Noix et graines,Muskmallow,Mousseron
593,Muskrat,Rat musqué,muskrat,rat musqué,Meat,Viande,Muskrat,Rat musqué
356,Mustard,Moutarde,mustard,moutarde,Vegetable,Légumes,Mustard,Moutarde
317,Mustard Oil,Huile de moutarde,mustard-oil,huile de moutarde,Plant,Plante,Mustard Oil,Huile de moutarde
277,Mutton,Mouton,mutton,mouton,Meat,Viande,Mutton,Mouton
120,Myrrh,Myrrhe,myrrh,myrrhe,Essential Oil,Huile essentielle,Myrrh,Myrrhe
306,Myrtle,Myrte,myrtle,myrte,Plant,Plante,Myrtle,Myrte
836,Nachos,Nachos,nachos,nachos,Dish,Assiette,Nachos,Nachos
909,Nance,Nance,nance,nance,Fruit,Fruit,Nance,Nance
971,Nanking cherry,Cerise de Nankin,cherry-nanking,cerise-nankin,Fruit,Fruit,Nanking cherry,Cerise de Nankin
193,Naranjilla,Naranjilla,naranjilla,naranjilla,Fruit,Fruits,Naranjilla,Naranjilla
718,Narrowleaf cattail,Quenouille à feuilles étroites,cattail,quenouille,Herb,Herbe,Narrowleaf cattail,Quenouille à feuilles étroites
529,Natal plum,Prune du Natal,plum-natal,prune-natale,Fruit,Fruits,Natal plum,Prune du Natal
911,Natto,Natto,natto,natto,Dish,Vaisselle,Natto,Natto
121,Neroli Oil,Huile de Néroli,neroli-oil,huile de néroli,Essential Oil,Huile essentielle,Neroli Oil,Huile de Néroli
594,New Zealand spinach,Epinard de Nouvelle-Zélande,spinach-new-zealand,épinard-new-zealand,Vegetable,Végétale,New Zealand spinach,Epinard de Nouvelle-Zélande
392,Nigella Seed,Graine de Nigelle,nigella-seed; kalonji,graine de nigelle ; kalonji,Nuts & Seed,Noix et graines,Nigella Seed,Graine de Nigelle
595,Nopal,Nopal,nopal,nopal,Plant,Plante,Nopal,Nopal
597,North Pacific giant octopus,Pieuvre géante du Pacifique Nord,#octopus-pacific#,#octopus-pacific#,Seafood,Fruits de mer,North Pacific giant octopus,Pieuvre géante du Pacifique Nord
513,Northern bluefin tuna,Thon rouge du Nord,#tuna-bluefin#,#thon rouge#,Fish,Poisson,Northern bluefin tuna,Thon rouge du Nord
608,Northern pike,Brochet du Nord,pike-northern,brochet-nord,Fish,Poisson,Northern pike,Brochet du Nord
738,Norway haddock,Églefin de Norvège,#haddock-norway#,#haddock-norway#,Fish,Poisson,Norway haddock,Églefin de Norvège
739,Norway pout,Tacaud norvégien,#pout-norway#,#pout-norway#,Fish,Poisson,Norway pout,Tacaud norvégien
766,Nougat,Nougat,nougat,nougat,Dish,Plat,Nougat,Nougat
336,Nutmeg,Noix de muscade,nutmeg,noix de muscade,Spice,Épice,Nutmeg,Noix de muscade
537,Nuttall cockle,Coque de Nuttall,nuttall-cockle,châtaigne-cockle,Fish,Poisson,Nuttall cockle,Coque de Nuttall
929,Oat bread,Pain d'avoine,#bread-oat#,#pain-avoine,Bakery,Boulangerie,Oat bread,Pain d'avoine
2080,Oat Bread,Pain d'avoine,bread-oat,pain-avoine,Bakery,Boulangerie,"bread-oat, oat, bread","pain-avoine, avoine, pain"
54,Oats,Avoine,oat,avoine,Cereal,Céréales,Oats,Avoine
596,Ocean pout,Tacaud de mer,#pout-ocean#,#pout-ocean#,Fish,Poisson,Ocean pout,Tacaud de mer
2079,Octopus,Pieuvre,octopus,poulpe,Seafood,Fruits de mer,"octopus, octopus-pacific","poulpe, poulpe-pacifique"
598,Ohelo berry,Ohelo berry,berry-ohelo,baie-ohelo,Fruit,Fruit,Ohelo berry,Ohelo berry
740,Oil palm,Palmier à huile,palm-oil,huile de palme,Plant,Plante,Oil palm,Palmier à huile
898,Oil-seed Camellia,Camélia oléagineux,camellia,camélia,Plant,Plante,Oil-seed Camellia,Camélia oléagineux
347,Okra,Gombo,okra; bhindi; lady-finger,okra ; bhindi ; lady-finger,Vegetable,Légumes,Okra,Gombo
2053,Old Bay Seasoning,Assaisonnement Old Bay,old-bay seasoning,assaisonnement old bay,Spice,Épice,"bay-laurel, celery, salt, mustard, pepper, ginger, capsicum, pepper-white, nutmeg, clove, allspice, cayenne, mace, cardamom, cinnamon","baie de laurier, céleri, sel, moutarde, poivre, gingembre, poivron, poivre blanc, noix de muscade, clou de girofle, piment de la Jamaïque, cayenne, macis, cardamome, cannelle..."
307,Olive,Olive,olive,olive,Plant,Plante,Olive,Olive
,Olive oil,,,,,,,
348,Onion,Oignon,onion,oignon,Vegetable,Légumes,Onion,Oignon
600,Opossum,Opossum,opossum,opossum,Meat,Viande,Opossum,Opossum
194,Orange,Orange,orange,orange,Fruit,Fruits,Orange,Orange
122,Orange Oil,Huile d'orange,orange-oil,huile d'orange,Essential Oil,Huile essentielle,Orange Oil,Huile d'orange
624,Orange roughy,Hoplostète orange,orange-roughy,orange-rugueux,Fish,Poisson,Orange roughy,Hoplostète orange
337,Oregano,Origan,oregano,origan,Spice,Épice,Oregano,Origan
555,Oregon yampah,Yampah de l'Oregon,oregon-yampah,oregon-yampah,Plant,Plante,Oregon yampah,Yampah de l'Oregon
697,Oriental wheat,Blé oriental,wheat-oriental,blé-oriental,Cereal,Céréales,Oriental wheat,Blé oriental
123,Orris,Orris,orris,orris,Essential Oil,Huile essentielle,Orris,Orris
601,Ostrich,Autruche,ostrich,autruche,Meat,Viande,Ostrich,Autruche
712,Ostrich fern,Fougère d'autruche,ostrich-fern,fougère-autruche,Plant,Plante,Ostrich fern,Fougère d'autruche
141,Oyster,Huître,oyster,huître,Seafood,Fruits de mer,Oyster,Huître
709,Oyster mushroom,Pleurote en huître,mushroom-oyster,champignon-huître,Fungus,Champignon,Oyster mushroom,Pleurote en huître
603,Pacific herring,Hareng du Pacifique,#herring-pacific#,#hareng-pacifique#,Fish,Poisson,Pacific herring,Hareng du Pacifique
571,Pacific jack mackerel,Maquereau du Pacifique,#mackerel-pacific#,#mackerel-pacifique#,Fish,Poisson,Pacific jack mackerel,Maquereau du Pacifique
746,Pacific ocean perch,Perche du Pacifique,#perch-pacific#,#perche-pacifique#,Fish,Poisson,Pacific ocean perch,Perche du Pacifique
604,Pacific rockfish,Sébaste du Pacifique,rockfish,sébaste,Fish,Poisson,Pacific rockfish,Sébaste du Pacifique
635,Pacific sardine,Sardine du Pacifique,sardine,sardine,Fish,Poisson,Pacific sardine,Sardine du Pacifique
502,Painted comber,Mérou de l'Atlantique,comber,combe,Fish,Poisson,Painted comber,Mérou de l'Atlantique
476,Pak choy,Pak choy,pak-choy; pak-choi,pak-choy ; pak-choi,Vegetable,Légumes,Pak choy,Pak choy
935,Pan dulce,Pan dulce,pan dulce,pan dulce,Bakery,Boulangerie,Pan dulce,Pan dulce
857,Pancake,Pancake,pancake,crêpe,Dish,Vaisselle,Pancake,Pancake
2047,Pancetta,Pancetta,pancetta,pancetta,Dish,Plat,"pork, pepper, salt","porc, poivre, sel"
2009,Panch Pharon Seed,Graines de Pharon Panch,panch pharon seed,graine de pharon panch,Spice,Épice,"fenugreek, nigella seed, cumin, black mustard seed oil","fenugrec, graine de nigelle, cumin, huile de graine de moutarde noire"
402,Paneer,Paneer,paneer,paneer,Dairy,Produits laitiers,Paneer,Paneer
196,Papaya,Papaye,papaya,papaye,Fruit,Fruits,Papaya,Papaye
18,Papaya Brandy,Brandy de papaye,brandy-papaya,brandy-papaye,Beverage Alcoholic,Boissons alcoolisées,Papaya Brandy,Brandy de papaye
78,Parmesan Cheese,Fromage Parmesan,cheese-parmesan,fromage-parmesan,Dairy,Produits laitiers,Parmesan Cheese,Fromage Parmesan
338,Parsley,Persil,parsley,persil,Spice,Épice,Parsley,Persil
369,Parsnip,Panais,parsnip,panais,Vegetable,Légumes,Parsnip,Panais
198,Passionfruit,Fruit de la passion,passionfruit,fruit de la passion,Fruit,Fruits,Passionfruit,Fruit de la passion
484,Pasta,Pâtes,pasta,pâtes,Bakery,Boulangerie,Pasta,Pâtes
772,Pastry,Pâtisserie,pastry,pâtisserie,Dish,Assiette,Pastry,Pâtisserie
784,Pate,Pate,pate,pâté,Dish,Vaisselle,Pate,Pate
200,Pawpaw,Pawpaw,pawpaw,papaye,Fruit,Fruits,Pawpaw,Pawpaw
201,Peach,Pêche,peach; nectarine,pêche ; nectarine,Fruit,Fruits,Peach,Pêche
287,Peanut,Cacahuète,peanut,arachide,Nuts & Seed,Noix et graines,Peanut,Cacahuète
318,Peanut Butter,Beurre d'arachide,peanut-butter,cacahuète-beurre,Plant,Plante,Peanut Butter,Beurre d'arachide
319,Peanut Oil,Huile d'arachide,peanut-oil,huile d'arachide,Plant,Plante,Peanut Oil,Huile d'arachide
202,Pear,Poire,pear,poire,Fruit,Fruits,Pear,Poire
19,Pear Brandy,Poire Brandy,brandy-pear; palinka; poire williams; rakia,brandy-poire ; palinka ; poire williams ; rakia,Beverage Alcoholic,Boissons alcoolisées,Pear Brandy,Poire Brandy
288,Peas,Pois,pea,pois,Legume,Légumineuse,Peas,Pois
296,Pecans,Noix de pécan,pecan,noix de pécan,Nuts & Seed,Noix et graines,Pecans,Noix de pécan
858,Pectin,Pectine,pectin,pectine,Additive,Additif,Pectin,Pectine
205,Pepino,Pepino,pepino; cucumber-sweet,pepino ; concombre-sucré,Fruit,Fruits,Pepino,Pepino
339,Pepper,Poivre,pepper; kaali-mirch,poivre ; kaali-mirch,Spice,Épice,Pepper,Poivre
350,Peppermint,Menthe poivrée,peppermint,menthe poivrée,Herb,Herbe,Peppermint,Menthe poivrée
2074,Perch,Perche,perch,perche,Fish,Poisson,"perch-pacific, perch-pike","perche-pacifique, perche-pike"
688,Perciformes,Perciformes,perciformes,perciformes,Fish,Poisson,Perciformes,Perciformes
687,Percoidei,Percoidei,percoidei,percoidei,Fish,Poisson,Percoidei,Percoidei
742,Persimmon,Persimmon,#persimmon#,#persimmon#,Fruit,Fruit,Persimmon,Persimmon
2100,Persimmon,Persimmon,persimmon,kaki,Fruit,Fruits,"persimmon,persimmon-common","kaki, kaki commun"
607,Pheasant,Faisan,pheasant,faisan,Meat,Viande,Pheasant,Faisan
2048,Phyllo,Phyllo,phyllo,phyllo,Cereal,Céréales,"phyllo, flour, wheat","phyllo, farine, blé"
900,Phyllo dough,Pâte phyllo,#phyllo#,#phyllo#,Bakery,Boulangerie,Phyllo dough,Pâte phyllo
904,Pie,Tarte,pie,tarte,Dish,Assiette,Pie,Tarte
902,Pie crust,Croûte à tarte,#pie-crust#,#pie-croute#,Bakery,Boulangerie,Pie crust,Croûte à tarte
2049,Pie Crust,Croûte à tarte,pie-crust,pâte à tarte,Cereal,Céréales,"pie-crust, flour, wheat","pâte à tarte, farine, blé"
403,Pigeon Pea,Pois d'Angole,pea-pigeon; arhar; pea-no-eye; dal-toor; red-gram,pois-pigeon ; arhar ; pois-no-oeil ; dal-toor ; rouge-gramme,Legume,Légumineuse,Pigeon Pea,Pois d'Angole
743,Pikeperch,Sandre,#perch-pike#,#perch-pike#,Fish,Poisson,Pikeperch,Sandre
927,Piki bread,Pain piki,bread-piki,pain-piki,Bakery,Boulangerie,Piki bread,Pain piki
609,Pili nut,Noix de pili,nut-pili,noix-pili,Nuts & Seed,Noix et graines,Pili nut,Noix de pili
308,Pine,Pin,pine,pin,Plant,Plante,Pine,Pin
206,Pineapple,Ananas,pineapple; ananas,ananas ; ananas,Fruit,Fruits,Pineapple,Ananas
480,Pineappple sage,Sauge ananas,pineappple-sage,ananas-sauce,Herb,Herbe,Pineappple sage,Sauge ananas
626,Pink salmon,Saumon rose,#salmon-pink#,#salmon-pink#,Fish,Poisson,Pink salmon,Saumon rose
439,Pistachio,Pistachier,pistachio,pistache,Nuts & Seed,Noix et graines,Pistachio,Pistachier
923,Pita bread,Pain pita,#bread-pita#,#pain-pita#,Bakery,Boulangerie,Pita bread,Pain pita
2081,Pita Bread,Pain de pita,bread-pita,pain-pita,Bakery,Boulangerie,"bread-pita, bread","pain-pita, pain"
611,Pitanga,Pitanga,pitanga,pitanga,Fruit,Fruit,Pitanga,Pitanga
769,Pizza,Pizza,pizza,pizza,Dish,Plat,Pizza,Pizza
744,Pleuronectidae,Pleuronectidae,pleuronectidae,pleuronectidae,Fish,Poisson,Pleuronectidae,Pleuronectidae
207,Plum,Prune,plum; prune,prune ; pruneau,Fruit,Fruits,Plum,Prune
20,Plum Brandy,Brandy de prune,brandy-plum; slivovitz; tuica; ljivovica; asliwowica; schlivowitz,brandy-prune ; slivovitz ; tuica ; ljivovica ; asliwowica ; schlivowitz,Beverage Alcoholic,Boissons alcoolisées,Plum Brandy,Brandy de prune
37,Plum Wine,Vin de Prune,plum-wine,vin de prune,Beverage Alcoholic,Boissons alcoolisées,Plum Wine,Vin de Prune
208,Plumcot,Plumcot,plumcot; aprium,plumcot ; aprium,Fruit,Fruits,Plumcot,Plumcot
614,Polar bear,Ours polaire,#bear-polar#,#ours-polaire,Meat,Viande,Polar bear,Ours polaire
678,Pollock,Goberge,#pollock#,#pollock#,Fish,Poisson,Pollock,Goberge
2072,Pollock,Goberge,pollock,goberge,Fish,Poisson,"pollock-atlantic, pollock-alaska, pollock","goberge-atlantique, goberge-alaska, goberge"
394,Pomegranate,Grenade,pomegranate; anaardana,grenade ; anaardana,Fruit,Fruits,Pomegranate,Grenade
58,Popcorn,Popcorn,pop-corn,pop-maïs,Maize,Maïs,Popcorn,Popcorn
395,Poppy Seed,Graine de pavot,poppy-seed,coquelicot ; graine,Spice,Épices,Poppy Seed,Graine de pavot
278,Pork,Porc,pork; pig; bacon,porc ; cochon ; lard,Meat,Viande,Pork,Porc
38,Port Wine,Vin de Porto,port-wine; vinho do porto,porto-wine ; vinho do porto,Beverage Alcoholic,Boissons alcoolisées,Port Wine,Vin de Porto
955,Pot pie,Pâté en croûte,pot-pie,pot-tarte,Dish,Plat,Pot pie,Pâté en croûte
373,Potato,Pomme de terre,potato,pomme de terre,Vegetable,Légumes,Potato,Pomme de terre
930,Potato bread,Pain de pommes de terre,potato-bread,pain-pomme de terre,Bakery,Boulangerie,Potato bread,Pain de pommes de terre
